Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
4037,The Clearing,12520799,5763875,6756924,2004.csv,2004,0.46034402437096866,0.5396559756290313
4038,Sorority Boys,12517488,10200032,2317456,2002.csv,2002,0.8148625347194262,0.18513746528057387
4039,Seducing Doctor Lewis,12504038,9354342,3149696,2003.csv,2003,0.7481056919372766,0.2518943080627234
4040,Ready to Rumble,12452362,12394327,58035,2000.csv,2000,0.9953394384133709,0.004660561586629107
4041,Nine Queens,12413888,1222889,11190999,2002.csv,2002,0.09850974972546876,0.9014902502745312
4042,Monsieur Ibrahim,12364836,2823890,9540946,2003.csv,2003,0.22838070800130306,0.7716192919986969
4043,Casshern,12353768,0,12353768,2004.csv,2004,0.0,1.0
4044,Say It Isn't So,12320393,5520393,6800000,2001.csv,2001,0.4480695542747703,0.5519304457252298
4045,Chasing Liberty,12313323,12195626,117697,2004.csv,2004,0.990441491707803,0.009558508292196996
4046,Abandon,12302219,10727683,1574536,2002.csv,2002,0.8720120329511286,0.12798796704887141
4047,Koi... Mil Gaya,12168232,671372,11496860,2003.csv,2003,0.05517416170237385,0.9448258382976261
4048,The Eye,12165016,512049,11652967,2002.csv,2002,0.04209192984209803,0.957908070157902
4049,Ducobu 3,12157793,0,12157793,2020.csv,2020,0.0,1.0
4050,Dark Blue,12150301,9250301,2900000,2003.csv,2003,0.7613227853367583,0.23867721466324168
4051,On Your Mark,12100000,0,12100000,2021.csv,2021,0.0,1.0
4052,Don't Move,12071007,337265,11733742,2004.csv,2004,0.027940088179884248,0.9720599118201158
4053,Kureyon Shin-chan 2004 Re-release,12066375,0,12066375,2004.csv,2004,0.0,1.0
4054,2009: Lost Memories,12049825,0,12049825,2002.csv,2002,0.0,1.0
4055,The Cookout,12009070,11814019,195051,2004.csv,2004,0.9837580262251782,0.016241973774821863
4056,Stand by Me,11900000,0,11900000,2021.csv,2021,0.0,1.0
4057,Layer Cake,11850214,2339957,9510257,2004.csv,2004,0.1974611597731484,0.8025388402268516
4058,The Stronghold,11849700,0,11849700,2021.csv,2021,0.0,1.0
4059,The Rules of Attraction,11819244,6532619,5286625,2002.csv,2002,0.5527103933212649,0.44728960667873513
4060,Legend No. 17,11811335,0,11811335,2020.csv,2020,0.0,1.0
4061,The Son's Room,11767402,1016340,10751062,2001.csv,2001,0.08636910679179652,0.9136308932082035
4062,Beyond Borders,11705002,4430101,7274901,2003.csv,2003,0.3784793031218619,0.621520696878138
4063,Mohou-han,11702775,0,11702775,2002.csv,2002,0.0,1.0
4064,Wotakoi: Love Is Hard for Otaku,11702371,0,11702371,2020.csv,2020,0.0,1.0
4065,Les rois mages,11702020,0,11702020,2001.csv,2001,0.0,1.0
4066,Let Him Go,11630934,9358025,2272909,2020.csv,2020,0.8045806983342868,0.19541930166571317
4067,The Order,11560806,7660806,3900000,2002.csv,2002,0.6626532786727846,0.33734672132721544
4068,The Legend of Drunken Master,11555430,11555430,0,2000.csv,2000,1.0,0.0
4069,The Hunt,11473631,5812500,5661131,2020.csv,2020,0.5065963860960842,0.49340361390391585
4070,The Experiment,11455141,0,11455141,2001.csv,2001,0.0,1.0
4071,Suspect Zero,11416075,8725813,2690262,2004.csv,2004,0.7643444003302361,0.2356555996697639
4072,Connie and Carla,11341016,8085771,3255245,2004.csv,2004,0.7129670745548723,0.28703292544512765
4073,Kabhi Khushi Kabhie Gham...,11329690,2902000,8427690,2001.csv,2001,0.2561411653805179,0.7438588346194821
4074,The Fable: The Killer Who Doesn't Kill,11325545,0,11325545,2021.csv,2021,0.0,1.0
4075,The Dope,11289473,0,11289473,2003.csv,2003,0.0,1.0
4076,The Little Polar Bear,11243547,0,11243547,2001.csv,2001,0.0,1.0
4077,You Can Count on Me,11242521,9416804,1825717,2000.csv,2000,0.8376060849697323,0.16239391503026768
4078,Shadow of the Vampire,11155214,8293784,2861430,2000.csv,2000,0.7434894570377583,0.2565105429622417
4079,Naruto the Movie: Ninja Clash in the Land of Snow,11141307,0,11141307,2004.csv,2004,0.0,1.0
4080,Kamen Rider 555: Paradise Lost,11067556,0,11067556,2003.csv,2003,0.0,1.0
4081,Head-On,11030861,435395,10595466,2004.csv,2004,0.039470626998200774,0.9605293730017992
4082,Adrenaline Rush: The Science of Risk,11011932,10994028,17904,2002.csv,2002,0.9983741272648614,0.0016258727351385752
4083,The Voice of Sin,10983063,0,10983063,2020.csv,2020,0.0,1.0
4084,District B13,10976892,1200216,9776676,2004.csv,2004,0.10934023947762263,0.8906597605223774
4085,Extreme Ops,10959475,4842259,6117216,2002.csv,2002,0.441833117006061,0.558166882993939
4086,30 jours max,10926765,0,10926765,2020.csv,2020,0.0,1.0
4087,The Perfect Score,10898337,10391003,507334,2004.csv,2004,0.9534484940225284,0.04655150597747161
4088,Lucky Numbers,10890222,10042516,847706,2000.csv,2000,0.9221589789445982,0.0778410210554018
4089,Here on Earth,10873148,10522168,350980,2000.csv,2000,0.9677204798463149,0.03227952015368502
4090,The Night House,10867155,6834522,4032633,2021.csv,2021,0.6289154797184727,0.3710845202815272
4091,Another Round,10853077,0,10853077,2020.csv,2020,0.0,1.0
4092,Me contro Te - Il film: La vendetta del Signor S,10779891,0,10779891,2020.csv,2020,0.0,1.0
4093,Godzilla: Tokyo S.O.S.,10724345,0,10724345,2003.csv,2003,0.0,1.0
4094,Impractical Jokers: The Movie,10691091,10691091,0,2020.csv,2020,1.0,0.0
4095,The Lion King 2020 Re-release,10684240,0,10684240,2020.csv,2020,0.0,1.0
4096,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,10628463,0,10628463,2020.csv,2020,0.0,1.0
4097,One Second,10600000,0,10600000,2020.csv,2020,0.0,1.0
4098,Honest Candidate,10597464,0,10597464,2020.csv,2020,0.0,1.0
4099,Champion,10569737,0,10569737,2002.csv,2002,0.0,1.0
4100,Pollock,10558970,8598593,1960377,2000.csv,2000,0.814340129766445,0.18565987023355499
4101,Inuyasha the Movie: Affections Touching Across Time,10539779,0,10539779,2001.csv,2001,0.0,1.0
4102,Anatomy,10501958,9660,10492298,2000.csv,2000,0.0009198284738902974,0.9990801715261097
4103,The Cooler,10464788,8291572,2173216,2003.csv,2003,0.7923306234201782,0.2076693765798218
4104,Krack,10442916,0,10442916,2021.csv,2021,0.0,1.0
4105,The Virgin Suicides,10409377,4906229,5503148,2000.csv,2000,0.4713278229811448,0.5286721770188552
4106,A Touch of Spice,10395779,0,10395779,2003.csv,2003,0.0,1.0
4107,Town & Country,10372291,6719973,3652318,2001.csv,2001,0.6478774072189066,0.35212259278109337
4108,Wasabi,10366360,97220,10269140,2001.csv,2001,0.009378412480369195,0.9906215875196308
4109,"Caution, Hazardous Wife: The Movie",10356359,0,10356359,2021.csv,2021,0.0,1.0
4110,Realm of Terracotta,10341512,0,10341512,2021.csv,2021,0.0,1.0
4111,Street Dancer 3D,10339127,0,10339127,2020.csv,2020,0.0,1.0
4112,Bibi Blocksberg,10325928,0,10325928,2002.csv,2002,0.0,1.0
4113,Detective Conan: The Scarlet Alibi,10308627,0,10308627,2021.csv,2021,0.0,1.0
4114,The Wash,10229331,10097538,131793,2001.csv,2001,0.9871161662478221,0.012883833752177928
4115,Never Stop,10224935,0,10224935,2021.csv,2021,0.0,1.0
4116,My Spy,10200000,0,10200000,2020.csv,2020,0.0,1.0
4117,Woman on Top,10194274,5020111,5174163,2000.csv,2000,0.492444189748088,0.507555810251912
4118,Thirteen,10128960,4601043,5527917,2003.csv,2003,0.4542463392095536,0.5457536607904464
4119,Kamen Rider Ryuki: Episode Final,10112538,0,10112538,2002.csv,2002,0.0,1.0
4120,Pulse: A Stomp Odyssey,10086514,10086514,0,2002.csv,2002,1.0,0.0
4121,The Asadas,10066797,0,10066797,2020.csv,2020,0.0,1.0
4122,Sexy Beast,10045677,6946056,3099621,2001.csv,2001,0.6914472762761534,0.30855272372384657
4123,Girls on Top,10038662,0,10038662,2001.csv,2001,0.0,1.0
4124,Godzilla 2000: Millennium,10037390,10037390,0,2000.csv,2000,1.0,0.0
4125,The Deep End,10031529,8823109,1208420,2001.csv,2001,0.8795378052538152,0.12046219474618475
4126,Kisarazu Cat's Eye: Nihon Series,10029866,0,10029866,2003.csv,2003,0.0,1.0
4127,Elephant,10012022,1266955,8745067,2003.csv,2003,0.12654336956111362,0.8734566304388863
4128,Kaiserschmarrndrama,9986463,0,9986463,2021.csv,2021,0.0,1.0
4129,Whatever It Takes,9902115,8745680,1156435,2000.csv,2000,0.8832133337170898,0.11678666628291026
4130,Shin Chan: The Adult Empire Strikes Back,9851449,0,9851449,2003.csv,2003,0.0,1.0
4131,3 Strikes,9832166,9832166,0,2000.csv,2000,1.0,0.0
4132,My Life Without Me,9726954,400948,9326006,2003.csv,2003,0.041220303910144945,0.958779696089855
4133,Bread and Tulips,9719848,5318679,4401169,2000.csv,2000,0.547197754532787,0.4528022454672131
4134,Stolen Identity 2,9687188,0,9687188,2020.csv,2020,0.0,1.0
4135,Bigfoot Family,9676811,0,9676811,2020.csv,2020,0.0,1.0
4136,The Young Black Stallion,9638389,6751389,2887000,2003.csv,2003,0.7004686156576582,0.29953138434234183
4137,The Soul,9600000,0,9600000,2021.csv,2021,0.0,1.0
4138,Married for 7 Years,9545175,0,9545175,2003.csv,2003,0.0,1.0
4139,10 Days with Dad,9472077,2359,9469718,2020.csv,2020,0.000249047806515931,0.9997509521934841
4140,365 Days,9458590,0,9458590,2020.csv,2020,0.0,1.0
4141,Secret Zoo,9457317,0,9457317,2020.csv,2020,0.0,1.0
4142,Veronica Guerin,9439660,1571504,7868156,2003.csv,2003,0.1664788774171951,0.8335211225828049
4143,Okay Madam,9433525,0,9433525,2020.csv,2020,0.0,1.0
4144,Ghost Dog: The Way of the Samurai,9380473,3308029,6072444,2000.csv,2000,0.3526505539752633,0.6473494460247367
4145,The Flying Classroom,9378807,0,9378807,2003.csv,2003,0.0,1.0
4146,¡A todo tren! Destino Asturias,9327266,0,9327266,2021.csv,2021,0.0,1.0
4147,L'appel de la forêt,9317347,0,9317347,2020.csv,2020,0.0,1.0
4148,Mad Love,9306362,280046,9026316,2001.csv,2001,0.030091887678557958,0.969908112321442
4149,State and Main,9206279,6944471,2261808,2000.csv,2000,0.7543189816428548,0.24568101835714515
4150,Inception 10th Anniversary re-release,9100000,0,9100000,2020.csv,2020,0.0,1.0
4151,Malasaña 32,8968845,0,8968845,2020.csv,2020,0.0,1.0
4152,Break the Silence: The Movie,8954345,0,8954345,2020.csv,2020,0.0,1.0
4153,The Closet,8948595,0,8948595,2020.csv,2020,0.0,1.0
4154,"Spring, Summer, Fall, Winter... and Spring",8944914,2380788,6564126,2003.csv,2003,0.26616108327033666,0.7338389167296634
4155,I Hate Summer,8926071,0,8926071,2020.csv,2020,0.0,1.0
4156,Kandahar,8914751,1418314,7496437,2001.csv,2001,0.15909743300738294,0.8409025669926171
4157,Downhill,8899195,8287061,612134,2020.csv,2020,0.9312146772826081,0.06878532271739185
4158,Les blagues de Toto,8859185,0,8859185,2020.csv,2020,0.0,1.0
4159,Après Vous,8852763,830292,8022471,2003.csv,2003,0.09378902383357603,0.906210976166424
4160,The Eleventh Chapter,8845525,0,8845525,2021.csv,2021,0.0,1.0
4161,The Secret Garden,8834976,0,8834976,2020.csv,2020,0.0,1.0
4162,18 Years Later,8785730,25611,8760119,2003.csv,2003,0.0029150679567890203,0.997084932043211
4163,Son of the Bride,8772695,624757,8147938,2001.csv,2001,0.07121608582083384,0.9287839141791662
4164,Ghost World,8764007,6217849,2546158,2001.csv,2001,0.7094755857680168,0.29052441423198316
4165,Le coeur des hommes,8755325,0,8755325,2003.csv,2003,0.0,1.0
4166,The Forsaken,8704851,7288451,1416400,2001.csv,2001,0.8372861293088187,0.16271387069118126
4167,Tini: The New Life of Violetta,8678476,0,8678476,2001.csv,2001,0.0,1.0
4168,Eltilerin Savasi,8613864,0,8613864,2020.csv,2020,0.0,1.0
4169,The Prince and the Pirate,8579972,0,8579972,2001.csv,2001,0.0,1.0
4170,Before Night Falls,8527517,4242892,4284625,2000.csv,2000,0.49755303917893096,0.502446960821069
4171,Agent Backkom: Kings Bear,8500000,0,8500000,2021.csv,2021,0.0,1.0
4172,Honey Lemon Soda,8441488,0,8441488,2021.csv,2021,0.0,1.0
4173,Malang,8399765,0,8399765,2020.csv,2020,0.0,1.0
4174,Bones,8378853,7316658,1062195,2001.csv,2001,0.8732290684655764,0.12677093153442362
4175,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,8377569,0,8377569,2021.csv,2021,0.0,1.0
4176,100% Wolf,8365717,658764,7706953,2020.csv,2020,0.07874567117199877,0.9212543288280012
4177,Merry Christmas,8228560,0,8228560,2001.csv,2001,0.0,1.0
4178,White Snake 2: Green Snake,8170000,0,8170000,2021.csv,2021,0.0,1.0
4179,New Happy Dad and Son 4,8070000,0,8070000,2021.csv,2021,0.0,1.0
4180,The Protege,8055639,7366315,689324,2021.csv,2021,0.9144296312185787,0.08557036878142131
4181,Your Eyes Tell,8020474,0,8020474,2020.csv,2020,0.0,1.0
4182,AI Amok,7932191,0,7932191,2020.csv,2020,0.0,1.0
4183,Hard Hit,7901585,0,7901585,2021.csv,2021,0.0,1.0
4184,Sunny Sisters,7880000,0,7880000,2021.csv,2021,0.0,1.0
4185,The Lost Prince,7837980,0,7837980,2020.csv,2020,0.0,1.0
4186,Antoinette dans les Cévennes,7810485,0,7810485,2020.csv,2020,0.0,1.0
4187,The Marriage Escape,7760946,0,7760946,2020.csv,2020,0.0,1.0
4188,Butterfly,7733894,2092682,5641212,2000.csv,2000,0.27058581356299943,0.7294141864370005
4189,Spirited Away Studio Ghibli Fest 2020,7732435,0,7732435,2020.csv,2020,0.0,1.0
4190,Neposredstvenno Kakha,7692780,0,7692780,2020.csv,2020,0.0,1.0
4191,Princess Mononoke Studio Ghibli Fest 2020,7673207,0,7673207,2020.csv,2020,0.0,1.0
4192,The Hole,7644361,0,7644361,2001.csv,2001,0.0,1.0
4193,Sex and Lucía,7640680,1594779,6045901,2001.csv,2001,0.2087221294439762,0.7912778705560238
4194,The Heist of the Century,7627100,0,7627100,2020.csv,2020,0.0,1.0
4195,Ants in the Pants,7625967,0,7625967,2000.csv,2000,0.0,1.0
4196,Monkeybone,7622365,5411999,2210366,2001.csv,2001,0.7100157234664044,0.28998427653359554
4197,The Mauritanian,7527030,836536,6690494,2021.csv,2021,0.11113759344655195,0.8888624065534481
4198,Fukushima 50,7494243,0,7494243,2020.csv,2020,0.0,1.0
4199,De Gaulle,7468494,0,7468494,2020.csv,2020,0.0,1.0
4200,Bohemian Rhapsody 2020 Re-release,7445468,240000,7205468,2020.csv,2020,0.032234373984281445,0.9677656260157186
4201,Love Letter 2021 Re-release,7400000,0,7400000,2021.csv,2021,0.0,1.0
4202,"Turu, the Wacky Hen",7398775,0,7398775,2020.csv,2020,0.0,1.0
4203,Requiem for a Dream,7390108,3635482,3754626,2000.csv,2000,0.49193895407211913,0.5080610459278809
4204,Signal: The Movie,7344186,0,7344186,2021.csv,2021,0.0,1.0
4205,The Medium,7334263,0,7334263,2021.csv,2021,0.0,1.0
4206,Mean Machine,7310206,92770,7217436,2001.csv,2001,0.012690476848395244,0.9873095231516048
4207,Where the Money Is,7243669,5661798,1581871,2000.csv,2000,0.7816201982724501,0.21837980172754995
4208,Mamma Mia! Here We Go Again 2020 Re-release,7209143,0,7209143,2020.csv,2020,0.0,1.0
4209,Screwed,7201701,7027345,174356,2000.csv,2000,0.9757896085938585,0.02421039140614141
4210,Dad,7200771,0,7200771,2021.csv,2021,0.0,1.0
4211,Widow of St Pierre,7193889,3193889,4000000,2000.csv,2000,0.44397251611749916,0.5560274838825008
4212,Kaguya-sama: Love Is War,7160989,0,7160989,2021.csv,2021,0.0,1.0
4213,Couple from the Future,7160729,0,7160729,2021.csv,2021,0.0,1.0
4214,The (UN)perfect Guy,7154649,0,7154649,2020.csv,2020,0.0,1.0
4215,Back to the Wharf,7090000,0,7090000,2020.csv,2020,0.0,1.0
4216,Adu,7085946,0,7085946,2020.csv,2020,0.0,1.0
4217,Croupier,7075068,6201143,873925,2000.csv,2000,0.8764782190079304,0.12352178099206962
4218,Antebellum,7060384,0,7060384,2020.csv,2020,0.0,1.0
4219,The Best Years,7048643,0,7048643,2020.csv,2020,0.0,1.0
4220,Spycies,7029831,0,7029831,2020.csv,2020,0.0,1.0
4221,Fatale,7017104,6306897,710207,2020.csv,2020,0.8987891586044613,0.10121084139553867
4222,Are You Lonesome Tonight?,6900000,0,6900000,2021.csv,2021,0.0,1.0
4223,Jim Button and the Wild 13,6880898,0,6880898,2020.csv,2020,0.0,1.0
4224,Extinct,6866977,0,6866977,2021.csv,2021,0.0,1.0
4225,The Slurb,6854681,0,6854681,2001.csv,2001,0.0,1.0
4226,Judas and the Black Messiah,6795355,5446607,1348748,2021.csv,2021,0.8015191259323464,0.19848087406765358
4227,China: The Panda Adventure,6784985,3921642,2863343,2001.csv,2001,0.5779883080065763,0.4220116919934237
4228,Face Off: 48H,6781370,0,6781370,2021.csv,2021,0.0,1.0
4229,The Road Home,6780490,1280490,5500000,2001.csv,2001,0.1888491834660917,0.8111508165339083
4230,Seobok,6778823,0,6778823,2021.csv,2021,0.0,1.0
4231,The Piano Teacher,6749315,1012069,5737246,2001.csv,2001,0.14995136543486265,0.8500486345651374
4232,Psy 3: W imie zasad,6725146,0,6725146,2020.csv,2020,0.0,1.0
4233,Blood Moon Party,6709383,0,6709383,2020.csv,2020,0.0,1.0
4234,Silver Skates,6699659,0,6699659,2021.csv,2021,0.0,1.0
4235,Innocence,6659968,0,6659968,2020.csv,2020,0.0,1.0
4236,Dragon Rider,6645766,0,6645766,2020.csv,2020,0.0,1.0
4237,Dream Horse,6636040,2913328,3722712,2021.csv,2021,0.43901603968631897,0.560983960313681
4238,Duets,6620242,4739023,1881219,2000.csv,2000,0.7158383334023137,0.2841616665976863
4239,Shubh Mangal Zyada Saavdhan,6574905,0,6574905,2020.csv,2020,0.0,1.0
4240,Chhapaak,6532100,604334,5927766,2020.csv,2020,0.09251756709174691,0.907482432908253
4241,Under the Sand,6531687,1452698,5078989,2001.csv,2001,0.22240777918476498,0.777592220815235
4242,"Love Me, Love Me Not",6494241,0,6494241,2020.csv,2020,0.0,1.0
4243,The Devil's Backbone,6459020,755249,5703771,2001.csv,2001,0.11692934841508464,0.8830706515849154
4244,Hammamet,6434874,0,6434874,2020.csv,2020,0.0,1.0
4245,Island Keeper,6410000,0,6410000,2021.csv,2021,0.0,1.0
4246,Lindenberg! Mach dein Ding,6404964,0,6404964,2020.csv,2020,0.0,1.0
4247,Midnight Swan,6397065,0,6397065,2020.csv,2020,0.0,1.0
4248,Nausicaä of the Valley of the Wind 2020 Re-release,6395525,0,6395525,2020.csv,2020,0.0,1.0
4249,Simply Black,6323750,0,6323750,2020.csv,2020,0.0,1.0
4250,My Boyfriend's Meds,6292780,2971116,3321664,2020.csv,2020,0.47214680951820975,0.5278531904817902
4251,Bill & Ted Face the Music,6274027,3439660,2834367,2020.csv,2020,0.5482379977006793,0.4517620022993207
4252,August Never Ends,6200000,0,6200000,2021.csv,2021,0.0,1.0
4253,Hotel Belgrade,6199413,0,6199413,2020.csv,2020,0.0,1.0
4254,The Hobbit: The Battle of the Five Armies 2020 Re-release,6163077,0,6163077,2021.csv,2021,0.0,1.0
4255,Penguin Bloom,6154872,0,6154872,2021.csv,2021,0.0,1.0
4256,Megiddo: The Omega Code 2,6047691,6047691,0,2001.csv,2001,1.0,0.0
4257,Chaos,6042938,0,6042938,2001.csv,2001,0.0,1.0
4258,How to Be a Good Wife,6038325,0,6038325,2020.csv,2020,0.0,1.0
4259,The Legacy Of Dr. Death: Black File,6024046,0,6024046,2020.csv,2020,0.0,1.0
4260,Now or Never,5995963,0,5995963,2000.csv,2000,0.0,1.0
4261,The Rhythm Section,5989583,5437971,551612,2020.csv,2020,0.9079047740051353,0.09209522599486475
4262,Jak zostalem gangsterem. Historia prawdziwa,5975729,0,5975729,2020.csv,2020,0.0,1.0
4263,Two by Two: Overboard!,5972323,0,5972323,2020.csv,2020,0.0,1.0
4264,The Forgotten Battle,5937512,0,5937512,2021.csv,2021,0.0,1.0
4265,The Blood of Wolves,5908700,0,5908700,2021.csv,2021,0.0,1.0
4266,Twiceborn,5880157,11527,5868630,2020.csv,2020,0.001960321807734045,0.9980396781922659
4267,Tom Thumb,5867304,0,5867304,2001.csv,2001,0.0,1.0
4268,The Royal Bride,5830719,0,5830719,2020.csv,2020,0.0,1.0
4269,Beasts Clawing at Straws,5796059,0,5796059,2020.csv,2020,0.0,1.0
4270,The Golden Bowl,5753678,3050532,2703146,2001.csv,2001,0.5301881683333687,0.4698118316666313
4271,Brave: Gunjyo Senki,5677186,0,5677186,2021.csv,2021,0.0,1.0
4272,Last Letter,5663972,0,5663972,2020.csv,2020,0.0,1.0
4273,Suicide Forest Village,5649792,0,5649792,2021.csv,2021,0.0,1.0
4274,Secret Magic Control Agency,5631112,0,5631112,2021.csv,2021,0.0,1.0
4275,Yowamushi Pedal: The Movie 2020 Re-release,5624218,0,5624218,2020.csv,2020,0.0,1.0
4276,A Fish Tale,5595327,563911,5031416,2001.csv,2001,0.10078249224754872,0.8992175077524512
